Время, сек;Давление (избыточное), кПа;Температура,°С
4981;4144,83;0,88
4982;4145,21;0,89
4983;4145,97;0,89
4984;4145,97;0,89
4985;4146,35;0,89
4986;4146,73;0,89
4987;4146,73;0,88
4988;4146,73;0,88
4989;4146,35;0,88
4990;4145,59;0,89
4991;4145,21;0,89
4992;4144,83;0,88
4993;4144,83;0,88
4994;4144,06;0,88
4995;4143,68;0,88
4996;4143,3;0,88
4997;4142,92;0,88
4998;4142,54;0,88
4999;4142,15;0,88
5000;4142,15;0,88
5001;4142,15;0,88
5002;4142,15;0,88
5003;4142,15;0,88
5004;4142,15;0,88
5005;4142,15;0,88
5006;4142,15;0,88
5007;4142,15;0,88
5008;4142,15;0,88
5009;4142,15;0,88
5010;4142,15;0,88
5011;4142,15;0,88
5012;4142,15;0,88
5013;4142,15;0,88
5014;4142,15;0,87
5015;4141,77;0,88
5016;4141,77;0,88
5017;4141,77;0,88
5018;4141,77;0,88
5019;4141,77;0,88
5020;4141,77;0,88
5021;4141,77;0,88
5022;4141,77;0,88
5023;4141,77;0,88
5024;4141,77;0,88
5025;4141,77;0,88
5026;4141,77;0,88
5027;4141,39;0,88
5028;4141,01;0,88
5029;4140,63;0,88
5030;4140,25;0,88
5031;4139,48;0,88
5032;4139,1;0,88
5033;4139,1;0,88
5034;4138,72;0,88
5035;4137,96;0,89
5036;4137,57;0,89
5037;4137,57;0,89
5038;4136,81;0,88
5039;4136,81;0,88
5040;4136,81;0,88
5041;4136,81;0,88
5042;4136,81;0,88
5043;4136,81;0,89
5044;4136,81;0,89
5045;4136,81;0,89
5046;4136,81;0,89
5047;4136,81;0,89
5048;4136,81;0,89
5049;4136,81;0,89
5050;4136,81;0,89
5051;4136,81;0,89
5052;4136,81;0,89
5053;4136,81;0,89
5054;4136,81;0,89
5055;4136,81;0,89
5056;4136,81;0,89
5057;4136,81;0,89
5058;4137,19;0,88
5059;4137,19;0,88
5060;4137,19;0,89
5061;4137,19;0,89
5062;4137,19;0,89
5063;4136,81;0,88
5064;4136,81;0,89
5065;4136,81;0,88
5066;4136,81;0,89
5067;4136,81;0,89
5068;4137,19;0,89
5069;4137,19;0,89
5070;4136,81;0,89
5071;4136,81;0,89
5072;4137,19;0,89
5073;4137,19;0,89
5074;4137,19;0,89
5075;4136,81;0,89
5076;4136,43;0,89
5077;4136,05;0,89
5078;4136,05;0,89
5079;4135,28;0,89
5080;4134,9;0,89
5081;4134,52;0,89
5082;4134,52;0,89
5083;4133,76;0,89
5084;4133,76;0,89
5085;4133,38;0,89
5086;4132,61;0,88
5087;4132,61;0,89
5088;4132,61;0,89
5089;4132,61;0,88
5090;4132,61;0,88
5091;4132,61;0,88
5092;4132,61;0,88
5093;4132,61;0,88
5094;4132,61;0,88
5095;4132,61;0,88
5096;4132,61;0,88
5097;4132,61;0,88
5098;4132,61;0,88
5099;4132,61;0,88
5100;4132,61;0,88
5101;4132,61;0,88
5102;4132,23;0,88
5103;4132,23;0,88
5104;4132,23;0,88
5105;4132,23;0,88
5106;4132,23;0,88
5107;4132,23;0,89
5108;4132,23;0,89
5109;4132,23;0,88
5110;4132,23;0,88
5111;4132,23;0,89
5112;4132,23;0,89
5113;4132,23;0,89
5114;4132,23;0,89
5115;4132,23;0,89
5116;4131,85;0,89
5117;4131,09;0,88
5118;4131,09;0,88
5119;4130,7;0,88
5120;4129,94;0,88
5121;4129,94;0,88
5122;4129,56;0,88
5123;4129,18;0,88
5124;4128,41;0,88
5125;4128,41;0,88
5126;4128,03;0,88
5127;4127,27;0,88
5128;4127,27;0,88
5129;4127,27;0,88
5130;4127,27;0,88
5131;4127,27;0,88
5132;4127,27;0,88
5133;4127,27;0,88
5134;4127,27;0,88
5135;4127,27;0,88
5136;4127,27;0,88
5137;4127,65;0,88
5138;4127,27;0,88
5139;4127,27;0,88
5140;4127,27;0,88
5141;4127,27;0,88
5142;4127,27;0,88
5143;4127,27;0,88
5144;4127,27;0,88
5145;4127,27;0,88
5146;4127,27;0,88
5147;4127,27;0,88
5148;4126,89;0,88
5149;4126,89;0,88
5150;4126,89;0,88
5151;4126,89;0,88
5152;4126,89;0,88
5153;4126,89;0,88
5154;4126,89;0,88
5155;4126,89;0,88
5156;4126,89;0,88
5157;4126,89;0,89
5158;4126,89;0,88
5159;4126,89;0,88
5160;4126,89;0,88
5161;4127,27;0,88
5162;4127,27;0,88
5163;4126,89;0,88
5164;4126,51;0,88
5165;4126,12;0,88
5166;4125,74;0,88
5167;4125,74;0,88
5168;4124,98;0,88
5169;4124,98;0,88
5170;4124,6;0,88
5171;4124,22;0,88
5172;4123,83;0,87
5173;4123,45;0,87
5174;4123,07;0,88
5175;4123,07;0,88
5176;4123,07;0,88
5177;4123,07;0,88
5178;4123,07;0,88
5179;4123,07;0,87
5180;4123,07;0,87
5181;4123,07;0,88
5182;4123,07;0,88
5183;4123,07;0,88
5184;4123,07;0,88
5185;4123,07;0,87
5186;4123,07;0,87
5187;4123,07;0,87
5188;4123,07;0,87
5189;4122,69;0,87
5190;4122,69;0,87
5191;4122,69;0,87
5192;4122,69;0,87
5193;4122,69;0,87
5194;4122,69;0,87
5195;4122,69;0,87
5196;4122,69;0,87
5197;4122,69;0,87
5198;4122,69;0,87
5199;4122,69;0,87
5200;4122,31;0,87
5201;4122,31;0,87
5202;4122,31;0,87
5203;4122,69;0,87
5204;4122,69;0,88
5205;4122,69;0,88
5206;4122,69;0,87
5207;4122,69;0,87
5208;4122,31;0,87
5209;4121,93;0,87
5210;4121,54;0,87
5211;4121,16;0,88
5212;4121,16;0,88
5213;4120,4;0,87
5214;4120,4;0,88
5215;4120,02;0,87
5216;4119,25;0,87
5217;4119,25;0,87
5218;4118,87;0,87
5219;4118,49;0,87
5220;4118,49;0,87
5221;4118,49;0,87
5222;4118,49;0,87
5223;4118,49;0,88
5224;4118,49;0,88
5225;4118,49;0,87
5226;4118,49;0,87
5227;4118,49;0,87
5228;4118,49;0,88
5229;4118,49;0,88
5230;4118,49;0,87
5231;4118,49;0,87
5232;4118,49;0,87
5233;4118,49;0,87
5234;4118,49;0,87
5235;4118,87;0,87
5236;4118,87;0,87
5237;4118,87;0,87
5238;4118,87;0,87
5239;4118,87;0,87
5240;4118,87;0,87
5241;4118,87;0,87
5242;4118,87;0,87
5243;4118,87;0,87
5244;4119,25;0,87
5245;4119,25;0,87
5246;4119,25;0,87
5247;4118,87;0,87
5248;4118,87;0,87
5249;4118,87;0,87
5250;4118,87;0,87
5251;4118,87;0,87
5252;4118,87;0,87
5253;4118,49;0,87
5254;4118,49;0,87
5255;4118,49;0,87
5256;4118,11;0,87
5257;4117,35;0,87
5258;4116,96;0,87
5259;4116,96;0,87
5260;4116,2;0,87
5261;4115,82;0,87
5262;4115,44;0,87
5263;4115,44;0,87
5264;4114,67;0,88
5265;4114,29;0,88
5266;4113,91;0,88
5267;4113,53;0,88
5268;4113,53;0,88
5269;4113,15;0,88
5270;4113,15;0,88
5271;4113,15;0,88
5272;4113,15;0,88
5273;4113,15;0,88
5274;4113,15;0,88
5275;4113,15;0,88
5276;4113,15;0,88
5277;4113,15;0,88
5278;4113,15;0,88
5279;4113,15;0,88
5280;4113,15;0,88
5281;4113,15;0,87
5282;4113,15;0,87
5283;4113,15;0,87
5284;4113,15;0,87
5285;4113,53;0,87
5286;4113,53;0,87
5287;4113,53;0,87
5288;4113,53;0,87
5289;4113,53;0,87
5290;4113,53;0,87
5291;4113,53;0,87
5292;4113,15;0,87
5293;4113,15;0,87
5294;4113,15;0,87
5295;4113,15;0,87
5296;4113,53;0,87
5297;4113,15;0,87
5298;4113,15;0,87
5299;4113,15;0,87
5300;4113,15;0,87
5301;4112,38;0,87
5302;4112;0,87
5303;4112;0,87
5304;4111,62;0,87
5305;4111,24;0,87
5306;4110,86;0,87
5307;4110,48;0,87
5308;4110,09;0,87
5309;4110,09;0,87
5310;4109,71;0,87
5311;4109,33;0,87
5312;4109,33;0,87
5313;4109,33;0,87
5314;4109,33;0,87
5315;4109,33;0,87
5316;4109,33;0,87
5317;4109,33;0,87
5318;4109,33;0,87
5319;4109,71;0,87
5320;4109,71;0,87
5321;4109,33;0,87
5322;4109,33;0,87
5323;4109,33;0,87
5324;4109,33;0,87
5325;4109,33;0,87
5326;4109,33;0,87
5327;4109,33;0,87
5328;4109,33;0,87
5329;4109,33;0,87
5330;4109,33;0,87
5331;4109,33;0,87
5332;4109,33;0,87
5333;4109,71;0,87
5334;4109,71;0,87
5335;4109,71;0,87
5336;4109,71;0,88
5337;4109,71;0,88
5338;4109,33;0,88
5339;4109,33;0,87
5340;4109,33;0,88
5341;4109,33;0,88
5342;4109,33;0,88
5343;4109,33;0,88
5344;4109,33;0,88
5345;4108,95;0,88
5346;4108,19;0,88
5347;4108,19;0,88
5348;4107,8;0,88
5349;4107,04;0,88
5350;4107,04;0,88
5351;4106,66;0,88
5352;4106,28;0,88
5353;4105,51;0,88
5354;4105,51;0,88
5355;4105,13;0,88
5356;4104,37;0,88
5357;4104,37;0,88
5358;4104,37;0,88
5359;4104,37;0,88
5360;4104,37;0,88
5361;4104,37;0,88
5362;4104,37;0,88
5363;4104,37;0,88
5364;4104,37;0,88
5365;4104,75;0,88
5366;4104,75;0,88
5367;4104,75;0,88
5368;4104,75;0,88
5369;4104,75;0,88
5370;4104,75;0,87
5371;4104,75;0,87
5372;4104,75;0,87
5373;4104,75;0,87
5374;4104,75;0,87
5375;4104,37;0,87
5376;4104,37;0,87
5377;4104,37;0,87
5378;4104,37;0,87
5379;4104,37;0,87
5380;4104,37;0,87
5381;4104,37;0,87
5382;4104,37;0,87
5383;4104,37;0,88
5384;4104,37;0,88
5385;4104,37;0,88
5386;4104,37;0,88
5387;4104,37;0,88
5388;4104,37;0,88
5389;4104,37;0,88
5390;4103,99;0,88
5391;4103,61;0,88
5392;4103,22;0,88
5393;4102,84;0,88
5394;4102,46;0,88
5395;4102,08;0,88
5396;4101,7;0,88
5397;4101,32;0,88
5398;4100,93;0,88
5399;4100,55;0,88
5400;4100,17;0,88
5401;4099,79;0,88
5402;4099,41;0,88
5403;4099,41;0,88
5404;4099,41;0,88
5405;4099,41;0,88
5406;4099,41;0,88
5407;4099,79;0,88
5408;4099,79;0,87
5409;4099,41;0,87
5410;4099,79;0,87
5411;4099,79;0,87
5412;4099,79;0,87
5413;4099,79;0,87
5414;4099,79;0,87
5415;4099,79;0,87
5416;4099,79;0,87
5417;4099,41;0,87
5418;4099,41;0,87
5419;4099,41;0,87
5420;4099,41;0,87
5421;4099,41;0,87
5422;4099,41;0,87
5423;4099,41;0,87
5424;4099,41;0,87
5425;4099,41;0,86
5426;4099,41;0,87
5427;4099,41;0,87
5428;4099,79;0,87
5429;4099,79;0,87
5430;4099,79;0,87
5431;4099,79;0,87
5432;4099,79;0,86
5433;4099,79;0,87
5434;4099,79;0,87
5435;4099,79;0,87
5436;4099,79;0,87
5437;4099,79;0,87
5438;4099,03;0,87
5439;4098,64;0,87
5440;4098,26;0,87
5441;4097,88;0,87
5442;4097,12;0,87
5443;4096,74;0,87
5444;4096,74;0,87
5445;4095,97;0,87
5446;4095,59;0,87
5447;4095,59;0,87
5448;4094,83;0,87
5449;4094,45;0,86
5450;4094,83;0,86
5451;4094,45;0,86
5452;4094,83;0,86
5453;4094,45;0,86
5454;4094,83;0,86
5455;4094,83;0,86
5456;4094,83;0,86
5457;4094,83;0,86
5458;4094,83;0,86
5459;4094,83;0,86
5460;4094,83;0,86
5461;4094,45;0,86
5462;4094,45;0,86
5463;4094,45;0,86
5464;4094,45;0,86
5465;4094,45;0,86
5466;4094,45;0,86
5467;4094,45;0,86
5468;4094,45;0,86
5469;4094,45;0,86
5470;4094,45;0,86
5471;4094,45;0,86
5472;4094,45;0,86
5473;4094,45;0,86
5474;4094,45;0,86
5475;4094,45;0,86
5476;4094,06;0,86
5477;4094,06;0,86
5478;4094,06;0,86
5479;4094,06;0,86
5480;4094,06;0,86
5481;4094,06;0,86
5482;4094,06;0,86
5483;4094,06;0,86
5484;4094,06;0,86
5485;4094,06;0,86
5486;4094,06;0,86
5487;4094,06;0,86
5488;4094,06;0,86
5489;4093,68;0,86
5490;4093,3;0,86
5491;4092,92;0,86
5492;4092,92;0,87
5493;4092,16;0,86
5494;4092,16;0,87
5495;4091,77;0,87
5496;4091,01;0,87
5497;4090,63;0,87
5498;4090,63;0,87
5499;4090,25;0,87
5500;4089,48;0,86
5501;4089,48;0,86
5502;4089,48;0,86
5503;4089,48;0,86
5504;4089,48;0,87
5505;4089,48;0,87
5506;4089,48;0,87
5507;4089,87;0,87
5508;4089,87;0,87
5509;4089,87;0,87
5510;4089,87;0,87
5511;4089,87;0,87
5512;4089,87;0,87
5513;4090,25;0,87
5514;4090,25;0,87
5515;4090,25;0,87
5516;4090,25;0,87
5517;4090,25;0,87
5518;4090,25;0,87
5519;4090,25;0,87
5520;4090,25;0,87
5521;4090,25;0,87
5522;4090,25;0,87
5523;4090,25;0,87
5524;4089,87;0,87
5525;4089,87;0,87
5526;4089,87;0,87
5527;4089,87;0,87
5528;4089,87;0,87
5529;4089,87;0,87
5530;4089,87;0,87
5531;4089,87;0,87
5532;4089,48;0,87
5533;4089,48;0,87
5534;4089,48;0,86
5535;4089,48;0,86
5536;4089,48;0,87
5537;4089,48;0,87
5538;4089,1;0,87
5539;4088,72;0,87
5540;4088,72;0,87
5541;4087,96;0,86
5542;4087,96;0,86
5543;4087,58;0,86
5544;4087,19;0,86
5545;4086,81;0,86
5546;4086,43;0,86
5547;4086,43;0,86
5548;4085,67;0,86
5549;4085,29;0,86
5550;4085,29;0,86
5551;4085,29;0,86
5552;4085,29;0,86
5553;4085,29;0,86
5554;4085,29;0,86
5555;4085,29;0,86
5556;4085,29;0,86
5557;4085,29;0,86
5558;4085,29;0,86
5559;4085,29;0,86
5560;4085,29;0,86
5561;4085,29;0,86
5562;4085,29;0,86
5563;4085,29;0,86
5564;4085,29;0,86
5565;4085,29;0,86
5566;4085,29;0,86
5567;4085,29;0,86
5568;4085,29;0,86
5569;4085,29;0,86
5570;4085,29;0,86
5571;4085,29;0,86
5572;4085,29;0,86
5573;4085,29;0,86
5574;4085,29;0,86
5575;4085,29;0,86
5576;4085,29;0,86
5577;4085,29;0,87
5578;4085,29;0,87
5579;4085,29;0,87
5580;4084,9;0,87
5581;4084,52;0,86
5582;4083,76;0,86
5583;4083,76;0,86
5584;4083,38;0,86
5585;4082,61;0,86
5586;4082,23;0,86
5587;4081,85;0,86
5588;4081,47;0,86
5589;4081,09;0,87
5590;4080,71;0,87
5591;4080,32;0,86
5592;4079,94;0,86
5593;4079,94;0,86
5594;4079,94;0,87
5595;4079,94;0,86
5596;4079,94;0,86
5597;4079,94;0,87
5598;4079,94;0,87
5599;4079,94;0,87
5600;4079,94;0,87
5601;4079,94;0,87
5602;4079,94;0,87
5603;4080,32;0,87
5604;4080,32;0,87
5605;4080,32;0,87
5606;4080,32;0,87
5607;4080,32;0,87
5608;4080,32;0,87
5609;4080,32;0,87
5610;4080,32;0,87
5611;4080,32;0,87
5612;4080,32;0,87
5613;4080,32;0,87
5614;4080,32;0,87
5615;4080,32;0,87
5616;4080,32;0,88
5617;4080,32;0,88
5618;4080,32;0,88
5619;4080,32;0,88
5620;4080,71;0,88
5621;4080,32;0,88
5622;4080,32;0,88
5623;4080,32;0,88
5624;4080,32;0,87
5625;4080,32;0,88
5626;4080,32;0,87
5627;4080,32;0,87
5628;4080,32;0,87
5629;4080,32;0,87
5630;4080,32;0,87
5631;4080,32;0,87
5632;4080,32;0,87
5633;4079,56;0,87
5634;4079,18;0,87
5635;4079,18;0,87
5636;4078,8;0,86
5637;4078,03;0,87
5638;4077,65;0,87
5639;4077,65;0,87
5640;4076,89;0,86
5641;4076,51;0,86
5642;4076,51;0,86
5643;4075,74;0,86
5644;4075,36;0,86
5645;4075,36;0,86
5646;4075,36;0,86
5647;4075,36;0,86
5648;4075,36;0,86
5649;4075,36;0,86
5650;4075,36;0,86
5651;4075,36;0,86
5652;4075,36;0,86
5653;4075,36;0,86
5654;4075,36;0,86
5655;4075,36;0,86
5656;4075,36;0,86
5657;4075,36;0,86
5658;4075,36;0,86
5659;4075,36;0,86
5660;4075,36;0,86
5661;4075,36;0,86
5662;4075,36;0,86
5663;4075,36;0,86
5664;4075,36;0,86
5665;4075,36;0,86
5666;4075,36;0,86
5667;4074,98;0,86
5668;4074,98;0,86
5669;4074,98;0,86
5670;4074,98;0,86
5671;4074,98;0,86
5672;4074,98;0,86
5673;4074,98;0,86
5674;4074,98;0,86
5675;4074,98;0,85
5676;4074,98;0,86
5677;4074,98;0,85
5678;4074,6;0,85
5679;4074,6;0,85
5680;4074,22;0,85
5681;4073,84;0,85
5682;4073,45;0,85
5683;4073,07;0,85
5684;4072,69;0,85
5685;4072,31;0,85
5686;4071,93;0,85
5687;4071,55;0,85
5688;4070,78;0,85
5689;4070,4;0,85
5690;4070,4;0,85
5691;4070,4;0,85
5692;4070,4;0,85
5693;4070,4;0,85
5694;4070,4;0,85
5695;4070,4;0,85
5696;4070,4;0,85
5697;4070,02;0,85
5698;4070,4;0,85
5699;4070,4;0,85
5700;4070,02;0,85
5701;4070,02;0,85
5702;4070,02;0,85
5703;4070,02;0,85
5704;4070,02;0,85
5705;4069,64;0,85
5706;4069,64;0,85
5707;4069,64;0,85
5708;4069,64;0,85
5709;4069,64;0,85
5710;4069,64;0,85
5711;4069,64;0,85
5712;4069,64;0,85
5713;4069,64;0,85
5714;4070,02;0,85
5715;4070,02;0,85
5716;4070,02;0,85
5717;4070,02;0,85
5718;4070,02;0,85
5719;4070,02;0,85
5720;4070,02;0,85
5721;4070,02;0,85
5722;4070,02;0,85
5723;4070,02;0,85
5724;4070,02;0,85
5725;4070,02;0,85
5726;4070,02;0,85
5727;4070,02;0,85
5728;4070,02;0,85
5729;4070,02;0,85
5730;4070,02;0,85
5731;4070,02;0,85
5732;4070,02;0,85
5733;4070,02;0,85
5734;4069,64;0,85
5735;4069,64;0,85
5736;4068,87;0,85
5737;4068,49;0,85
5738;4068,49;0,85
5739;4067,73;0,85
5740;4067,73;0,85
5741;4067,35;0,85
5742;4066,58;0,84
5743;4066,2;0,84
5744;4066,2;0,85
5745;4065,82;0,85
5746;4065,82;0,85
5747;4065,82;0,85
5748;4065,82;0,85
5749;4065,44;0,85
5750;4065,44;0,85
5751;4065,44;0,85
5752;4065,44;0,85
5753;4065,44;0,85
5754;4065,44;0,85
5755;4065,44;0,85
5756;4065,06;0,85
5757;4065,06;0,85
5758;4065,06;0,85
5759;4065,06;0,85
5760;4065,44;0,85
5761;4065,44;0,85
5762;4065,44;0,85
5763;4065,44;0,85
5764;4065,44;0,85
5765;4065,44;0,85
5766;4065,44;0,85
5767;4065,44;0,85
5768;4065,44;0,85
5769;4065,44;0,85
5770;4065,44;0,85
5771;4065,44;0,85
5772;4065,44;0,85
5773;4065,44;0,85
5774;4065,44;0,85
5775;4065,44;0,85
5776;4065,44;0,85
5777;4065,44;0,85
5778;4065,44;0,85
5779;4065,44;0,85
5780;4065,44;0,85
5781;4065,44;0,85
5782;4065,44;0,85
5783;4065,44;0,85
5784;4064,68;0,85
5785;4064,68;0,85
5786;4064,29;0,85
5787;4063,53;0,85
5788;4063,53;0,85
5789;4063,15;0,85
5790;4062,77;0,85
5791;4062,39;0,84
5792;4062;0,85
5793;4061,62;0,84
5794;4061,24;0,84
5795;4061,24;0,84
5796;4061,24;0,84
5797;4061,24;0,84
5798;4061,24;0,84
5799;4061,24;0,84
5800;4061,24;0,85
5801;4061,24;0,85
5802;4061,62;0,85
5803;4061,62;0,85
5804;4061,62;0,85
5805;4061,62;0,85
5806;4061,62;0,85
5807;4061,24;0,85
5808;4061,24;0,85
5809;4061,24;0,85
5810;4061,24;0,85
5811;4061,24;0,85
5812;4060,86;0,85
5813;4060,86;0,86
5814;4060,86;0,86
5815;4060,86;0,86
5816;4060,86;0,86
5817;4060,86;0,86
5818;4060,86;0,86
5819;4061,24;0,86
5820;4060,86;0,86
5821;4061,24;0,86
5822;4061,24;0,86
5823;4061,24;0,86
5824;4061,24;0,86
5825;4061,24;0,86
5826;4061,24;0,86
5827;4061,24;0,86
5828;4060,86;0,86
5829;4060,86;0,86
5830;4060,86;0,87
5831;4060,86;0,86
5832;4060,86;0,87
5833;4060,86;0,87
5834;4060,86;0,86
5835;4060,86;0,87
5836;4060,86;0,87
5837;4060,86;0,87
5838;4060,1;0,87
5839;4059,71;0,87
5840;4059,33;0,87
5841;4059,33;0,87
5842;4058,57;0,87
5843;4058,19;0,87
5844;4057,81;0,87
5845;4057,42;0,87
5846;4057,04;0,87
5847;4056,66;0,87
5848;4056,28;0,87
5849;4055,9;0,87
5850;4055,9;0,87
5851;4055,9;0,87
5852;4056,28;0,86
5853;4056,28;0,87
5854;4056,28;0,87
5855;4056,28;0,87
5856;4056,28;0,87
5857;4056,28;0,87
5858;4056,28;0,87
5859;4056,28;0,87
5860;4056,28;0,87
5861;4056,28;0,87
5862;4056,28;0,87
5863;4056,28;0,87
5864;4056,28;0,87
5865;4056,28;0,87
5866;4056,28;0,87
5867;4056,28;0,87
5868;4056,28;0,87
5869;4056,28;0,87
5870;4056,28;0,87
5871;4056,28;0,87
5872;4056,28;0,87
5873;4055,9;0,87
5874;4055,9;0,87
5875;4055,9;0,87
5876;4055,9;0,87
5877;4055,9;0,87
5878;4055,9;0,87
5879;4055,9;0,87
5880;4055,9;0,87
5881;4055,9;0,87
5882;4055,52;0,87
5883;4055,52;0,87
5884;4055,52;0,87
5885;4055,13;0,87
5886;4054,75;0,87
5887;4054,37;0,87
5888;4053,99;0,87
5889;4053,23;0,87
5890;4052,84;0,86
5891;4052,46;0,86
5892;4052,46;0,86
5893;4051,7;0,86
5894;4051,32;0,86
5895;4051,32;0,86
5896;4050,55;0,86
5897;4050,55;0,86
5898;4050,55;0,86
5899;4050,55;0,86
5900;4050,55;0,86
5901;4050,55;0,86
5902;4050,55;0,86
5903;4050,17;0,86
5904;4050,17;0,86
5905;4050,17;0,87
5906;4050,17;0,87
5907;4050,17;0,86
5908;4050,17;0,87
5909;4050,17;0,86
5910;4050,17;0,86
5911;4050,17;0,86
5912;4050,17;0,86
5913;4050,17;0,86
5914;4050,17;0,86
5915;4050,17;0,86
5916;4050,17;0,86
5917;4050,17;0,86
5918;4050,17;0,86
5919;4050,17;0,86
5920;4050,17;0,86
5921;4050,17;0,86
5922;4050,17;0,86
5923;4050,17;0,86
5924;4050,17;0,86
5925;4050,17;0,86
5926;4050,17;0,86
5927;4049,79;0,86
5928;4049,79;0,86
5929;4049,79;0,86
5930;4050,17;0,86
5931;4050,17;0,86
5932;4050,17;0,86
5933;4050,17;0,86
5934;4050,17;0,86
5935;4050,17;0,86
5936;4049,79;0,86
5937;4049,41;0,86
5938;4049,03;0,86
5939;4049,03;0,86
5940;4048,65;0,86
5941;4047,88;0,86
5942;4047,5;0,87
5943;4047,5;0,87
5944;4046,74;0,86
5945;4046,36;0,86
5946;4046,36;0,86
5947;4045,97;0,86
5948;4045,59;0,86
5949;4045,59;0,86
5950;4045,59;0,86
5951;4045,59;0,86
5952;4045,59;0,86
5953;4045,59;0,86
5954;4045,59;0,86
5955;4045,59;0,86
5956;4045,59;0,86
5957;4045,59;0,86
5958;4045,97;0,86
5959;4045,97;0,86
5960;4045,97;0,86
5961;4045,97;0,86
5962;4045,97;0,87
5963;4045,97;0,87
5964;4045,97;0,87
5965;4045,97;0,87
5966;4046,36;0,87
5967;4046,36;0,87
5968;4046,36;0,87
5969;4046,36;0,87
5970;4046,36;0,87
5971;4046,36;0,87
5972;4046,36;0,86
5973;4046,36;0,87
5974;4046,36;0,87
5975;4046,36;0,86
5976;4045,97;0,86
5977;4045,97;0,86
5978;4045,97;0,86
5979;4045,97;0,86
5980;4045,97;0,86
5981;4045,97;0,86
5982;4045,97;0,86
5983;4045,97;0,86
5984;4045,97;0,86
5985;4045,97;0,86
5986;4045,97;0,86
5987;4045,59;0,86
5988;4045,21;0,86
5989;4044,83;0,86
5990;4044,45;0,85
5991;4044,07;0,86
5992;4043,68;0,85
5993;4043,3;0,85
5994;4042,92;0,86
5995;4042,54;0,86
5996;4042,16;0,86
5997;4041,78;0,86
5998;4041,39;0,86
5999;4041,39;0,86
6000;4041,39;0,86
6001;4041,39;0,85
6002;4041,39;0,86
6003;4041,39;0,86
6004;4041,39;0,86
6005;4041,39;0,86
6006;4041,39;0,86
6007;4041,39;0,86
6008;4041,39;0,86
6009;4041,39;0,85
6010;4041,39;0,85
6011;4041,78;0,85
6012;4041,78;0,85
6013;4041,78;0,85
6014;4041,78;0,86
6015;4041,78;0,86
6016;4041,78;0,85
6017;4041,78;0,85
6018;4041,78;0,85
6019;4041,78;0,85
6020;4041,78;0,85
6021;4041,78;0,85
6022;4041,78;0,85
6023;4041,78;0,85
6024;4041,78;0,85
6025;4041,78;0,85
6026;4041,78;0,85
6027;4041,78;0,85
6028;4041,78;0,85
6029;4041,78;0,85
6030;4041,39;0,85
6031;4041,39;0,85
6032;4041,39;0,85
6033;4041,39;0,85
6034;4041,39;0,85
6035;4041,39;0,85
6036;4041,39;0,85
6037;4041,01;0,85
6038;4040,63;0,85
6039;4040,63;0,85
6040;4039,87;0,85
6041;4039,49;0,85
6042;4039,49;0,85
6043;4038,72;0,85
6044;4038,34;0,85
6045;4038,34;0,85
6046;4037,96;0,85
6047;4037,2;0,85
6048;4036,81;0,85
6049;4036,81;0,84
6050;4036,81;0,84
6051;4036,43;0,84
6052;4036,43;0,85
6053;4036,43;0,85
6054;4036,43;0,84
6055;4036,43;0,84
6056;4036,43;0,85
6057;4036,43;0,85
6058;4036,43;0,85
6059;4036,05;0,85
6060;4036,05;0,85
6061;4036,05;0,85
6062;4036,05;0,85
6063;4036,05;0,85
6064;4036,43;0,85
6065;4036,43;0,85
6066;4036,43;0,86
6067;4036,43;0,86
6068;4036,43;0,86
6069;4036,43;0,86
6070;4036,43;0,86
6071;4036,43;0,85
6072;4036,43;0,85
6073;4036,43;0,85
6074;4036,43;0,86
6075;4036,43;0,86
6076;4036,43;0,86
6077;4036,43;0,86
6078;4036,81;0,86
6079;4036,81;0,86
6080;4036,81;0,85
6081;4036,81;0,85
6082;4036,81;0,85
6083;4036,81;0,85
6084;4037,2;0,85
6085;4036,81;0,85
6086;4036,81;0,85
6087;4036,81;0,85
6088;4036,81;0,85
6089;4036,81;0,85
6090;4036,81;0,85
6091;4036,81;0,85
6092;4036,81;0,85
6093;4036,81;0,85
6094;4036,43;0,85
6095;4035,67;0,85
6096;4035,29;0,85
6097;4035,29;0,85
6098;4034,52;0,85
6099;4034,14;0,85
6100;4033,76;0,85
6101;4033,38;0,85
6102;4033;0,85
6103;4032,62;0,85
6104;4032,23;0,85
6105;4031,85;0,85
6106;4031,85;0,85
6107;4031,85;0,85
6108;4031,85;0,85
6109;4031,85;0,85
6110;4031,85;0,85
6111;4031,85;0,85
6112;4031,85;0,85
6113;4031,85;0,85
6114;4031,85;0,85
6115;4031,85;0,85
6116;4031,85;0,85
6117;4031,85;0,85
6118;4031,85;0,85
6119;4031,85;0,85
6120;4031,85;0,85
6121;4031,85;0,85
6122;4031,85;0,85
6123;4031,85;0,85
6124;4031,85;0,85
6125;4032,23;0,85
6126;4032,23;0,85
6127;4032,23;0,85
6128;4032,23;0,85
6129;4032,62;0,85
6130;4032,62;0,86
6131;4032,62;0,86
6132;4032,62;0,85
6133;4032,62;0,85
6134;4032,62;0,85
6135;4032,62;0,85
6136;4032,62;0,85
6137;4032,62;0,86
6138;4032,62;0,86
6139;4032,62;0,86
6140;4032,62;0,86
6141;4032,62;0,86
6142;4032,23;0,86
6143;4032,23;0,85
6144;4032,23;0,86
6145;4032,23;0,86
