Время, сек;Давление (избыточное), кПа;Температура,°С
59108;3321,19;0,73
59109;3321,19;0,73
59110;3321,19;0,73
59111;3321,19;0,73
59112;3321,19;0,73
59113;3321,19;0,72
59114;3321,19;0,73
59115;3320,81;0,73
59116;3321,19;0,73
59117;3321,19;0,73
59118;3321,19;0,73
59119;3321,19;0,73
59120;3321,19;0,73
59121;3321,19;0,73
59122;3321,19;0,73
59123;3321,19;0,73
59124;3321,19;0,73
59125;3321,19;0,73
59126;3321,19;0,73
59127;3321,19;0,73
59128;3321,19;0,73
59129;3321,19;0,73
59130;3320,81;0,73
59131;3320,81;0,73
59132;3320,81;0,73
59133;3320,81;0,73
59134;3320,81;0,73
59135;3320,81;0,73
59136;3320,81;0,73
59137;3320,81;0,73
59138;3320,43;0,73
59139;3320,43;0,73
59140;3320,43;0,73
59141;3320,43;0,73
59142;3320,43;0,73
59143;3320,43;0,73
59144;3320,43;0,73
59145;3320,43;0,73
59146;3320,43;0,73
59147;3320,43;0,73
59148;3320,43;0,73
59149;3320,43;0,73
59150;3320,43;0,73
59151;3320,43;0,73
59152;3320,43;0,73
59153;3320,43;0,73
59154;3320,81;0,73
59155;3320,81;0,73
59156;3320,81;0,73
59157;3320,81;0,73
59158;3320,81;0,73
59159;3320,81;0,73
59160;3320,81;0,73
59161;3320,81;0,73
59162;3320,81;0,73
59163;3320,81;0,73
59164;3320,81;0,73
59165;3320,81;0,73
59166;3320,81;0,73
59167;3320,43;0,73
59168;3320,43;0,73
59169;3320,43;0,73
59170;3320,43;0,73
59171;3320,43;0,73
59172;3320,81;0,73
59173;3320,81;0,73
59174;3320,43;0,73
59175;3320,43;0,73
59176;3320,43;0,73
59177;3320,81;0,73
59178;3320,81;0,73
59179;3320,81;0,73
59180;3320,81;0,73
59181;3320,81;0,73
59182;3320,81;0,73
59183;3320,81;0,73
59184;3320,81;0,73
59185;3320,81;0,73
59186;3320,81;0,73
59187;3320,81;0,73
59188;3320,81;0,73
59189;3320,81;0,73
59190;3320,81;0,73
59191;3320,81;0,73
59192;3320,81;0,73
59193;3320,81;0,73
59194;3320,81;0,73
59195;3320,81;0,73
59196;3320,81;0,73
59197;3320,81;0,73
59198;3320,81;0,73
59199;3320,81;0,73
59200;3321,19;0,73
59201;3321,19;0,73
59202;3321,19;0,73
59203;3321,19;0,73
59204;3321,19;0,73
59205;3321,19;0,73
59206;3321,19;0,73
59207;3321,19;0,73
59208;3321,19;0,73
59209;3321,19;0,73
59210;3321,19;0,73
59211;3321,19;0,73
59212;3321,19;0,73
59213;3321,19;0,73
59214;3321,19;0,73
59215;3321,19;0,73
59216;3321,19;0,73
59217;3321,19;0,73
59218;3321,19;0,73
59219;3321,19;0,73
59220;3321,19;0,73
59221;3321,19;0,73
59222;3321,19;0,73
59223;3321,19;0,73
59224;3321,19;0,73
59225;3321,19;0,73
59226;3321,19;0,73
59227;3321,19;0,73
59228;3320,81;0,73
59229;3320,81;0,73
59230;3320,81;0,73
59231;3320,81;0,73
59232;3320,81;0,73
59233;3321,19;0,73
59234;3321,19;0,73
59235;3321,19;0,73
59236;3321,19;0,73
59237;3321,19;0,73
59238;3321,19;0,73
59239;3321,19;0,73
59240;3321,19;0,73
59241;3321,19;0,73
59242;3321,19;0,74
59243;3321,19;0,74
59244;3321,19;0,74
59245;3321,19;0,73
59246;3321,19;0,73
59247;3321,19;0,73
59248;3321,19;0,73
59249;3321,19;0,73
59250;3321,19;0,73
59251;3321,19;0,73
59252;3321,19;0,73
59253;3321,19;0,73
59254;3321,19;0,73
59255;3321,19;0,73
59256;3321,19;0,73
59257;3321,19;0,74
59258;3321,19;0,73
59259;3321,19;0,73
59260;3321,19;0,73
59261;3321,19;0,73
59262;3321,19;0,73
59263;3321,19;0,73
59264;3321,19;0,73
59265;3321,19;0,74
59266;3321,19;0,73
59267;3321,19;0,73
59268;3321,19;0,74
59269;3321,19;0,73
59270;3321,19;0,74
59271;3321,19;0,73
59272;3321,19;0,73
59273;3321,19;0,73
59274;3321,19;0,73
59275;3321,19;0,73
59276;3321,19;0,73
59277;3321,19;0,73
59278;3321,19;0,73
59279;3321,19;0,73
59280;3321,19;0,73
59281;3321,19;0,73
59282;3321,19;0,73
59283;3321,19;0,73
59284;3321,19;0,73
59285;3321,19;0,73
59286;3321,19;0,73
59287;3321,19;0,73
59288;3321,19;0,73
59289;3321,19;0,74
59290;3321,19;0,74
59291;3321,19;0,73
59292;3321,19;0,74
59293;3321,19;0,74
59294;3321,19;0,74
59295;3321,19;0,74
59296;3320,81;0,74
59297;3320,81;0,73
59298;3320,81;0,74
59299;3320,81;0,74
59300;3320,81;0,73
59301;3320,81;0,74
59302;3320,81;0,74
59303;3320,81;0,73
59304;3320,81;0,73
59305;3320,81;0,74
59306;3320,81;0,73
59307;3320,81;0,73
59308;3320,81;0,74
59309;3320,81;0,74
59310;3320,81;0,74
59311;3320,81;0,73
59312;3320,81;0,73
59313;3321,19;0,73
59314;3321,19;0,73
59315;3321,19;0,73
59316;3321,19;0,73
59317;3321,19;0,73
59318;3321,19;0,73
59319;3321,19;0,73
59320;3321,19;0,73
59321;3321,57;0,73
59322;3321,57;0,73
59323;3321,57;0,73
59324;3321,57;0,73
59325;3321,19;0,73
59326;3321,19;0,73
59327;3321,19;0,73
59328;3321,19;0,73
59329;3321,19;0,73
59330;3321,19;0,73
59331;3320,81;0,73
59332;3320,81;0,73
59333;3320,81;0,73
59334;3320,81;0,73
59335;3320,81;0,73
59336;3320,81;0,73
59337;3320,81;0,73
59338;3320,81;0,73
59339;3321,19;0,73
59340;3321,19;0,73
59341;3321,19;0,73
59342;3321,19;0,73
59343;3321,19;0,73
59344;3321,19;0,73
59345;3320,81;0,73
59346;3320,81;0,73
59347;3320,81;0,73
59348;3320,81;0,73
59349;3321,19;0,73
59350;3321,19;0,73
59351;3321,19;0,73
59352;3321,19;0,73
59353;3321,19;0,73
59354;3321,19;0,73
59355;3321,19;0,73
59356;3321,19;0,73
59357;3321,19;0,73
59358;3321,57;0,73
59359;3321,57;0,73
59360;3321,19;0,73
59361;3321,19;0,73
59362;3321,19;0,73
59363;3321,19;0,73
59364;3321,19;0,73
59365;3321,19;0,73
59366;3321,19;0,73
59367;3320,81;0,73
59368;3320,81;0,73
59369;3320,81;0,73
59370;3320,81;0,73
59371;3320,81;0,73
59372;3320,81;0,73
59373;3320,81;0,73
59374;3321,19;0,73
59375;3321,19;0,73
59376;3321,19;0,73
59377;3321,19;0,73
59378;3321,19;0,73
59379;3321,19;0,73
59380;3321,19;0,73
59381;3321,19;0,73
59382;3321,19;0,73
59383;3321,19;0,73
59384;3321,19;0,73
59385;3321,19;0,73
59386;3321,19;0,73
59387;3321,19;0,73
59388;3321,19;0,73
59389;3320,81;0,73
59390;3320,81;0,73
59391;3320,81;0,73
59392;3320,81;0,73
59393;3320,81;0,73
59394;3320,81;0,73
59395;3320,81;0,73
59396;3320,81;0,73
59397;3320,81;0,73
59398;3320,81;0,73
59399;3320,81;0,73
59400;3320,81;0,73
59401;3320,81;0,73
59402;3320,81;0,73
59403;3320,81;0,73
59404;3320,81;0,73
59405;3320,81;0,73
59406;3320,81;0,73
59407;3320,81;0,73
59408;3320,81;0,73
59409;3320,81;0,73
59410;3321,19;0,73
59411;3321,19;0,73
59412;3320,81;0,73
59413;3321,19;0,73
59414;3321,19;0,73
59415;3321,19;0,73
59416;3321,19;0,73
59417;3321,19;0,73
59418;3321,19;0,73
59419;3321,19;0,73
59420;3321,19;0,73
59421;3321,19;0,73
59422;3321,19;0,73
59423;3321,19;0,73
59424;3321,19;0,73
59425;3321,19;0,73
59426;3321,19;0,73
59427;3321,19;0,73
59428;3321,19;0,73
59429;3321,19;0,73
59430;3321,19;0,73
59431;3321,19;0,73
59432;3320,81;0,73
59433;3320,81;0,73
59434;3320,81;0,73
59435;3320,81;0,73
59436;3320,81;0,73
59437;3320,81;0,73
59438;3320,81;0,73
59439;3321,19;0,73
59440;3321,19;0,73
59441;3320,81;0,73
59442;3320,81;0,73
59443;3321,19;0,73
59444;3321,19;0,73
59445;3321,19;0,73
59446;3320,81;0,73
59447;3320,81;0,73
59448;3320,81;0,73
59449;3320,81;0,73
59450;3320,81;0,73
59451;3320,81;0,73
59452;3320,81;0,73
59453;3320,81;0,73
59454;3320,43;0,73
59455;3320,43;0,73
59456;3320,43;0,73
59457;3320,05;0,73
59458;3320,05;0,73
59459;3320,05;0,73
59460;3320,43;0,73
59461;3320,43;0,73
59462;3320,43;0,73
59463;3320,43;0,73
59464;3320,05;0,73
59465;3320,43;0,73
59466;3320,43;0,73
59467;3320,43;0,73
59468;3320,43;0,73
59469;3320,43;0,73
59470;3320,43;0,73
59471;3320,43;0,73
59472;3320,43;0,73
59473;3320,43;0,73
59474;3320,43;0,73
59475;3320,81;0,73
59476;3320,81;0,73
59477;3320,81;0,73
59478;3320,81;0,73
59479;3320,81;0,73
59480;3320,81;0,73
59481;3320,81;0,73
59482;3320,81;0,73
59483;3320,43;0,73
59484;3320,43;0,73
59485;3320,43;0,73
59486;3320,43;0,73
59487;3320,43;0,73
59488;3320,43;0,73
59489;3320,43;0,73
59490;3320,43;0,73
59491;3320,43;0,73
59492;3320,43;0,73
59493;3320,43;0,73
59494;3320,43;0,73
59495;3320,43;0,73
59496;3320,43;0,73
59497;3320,43;0,73
59498;3320,05;0,73
59499;3320,05;0,73
59500;3320,05;0,73
59501;3320,43;0,73
59502;3320,43;0,73
59503;3320,43;0,73
59504;3320,43;0,73
59505;3320,43;0,73
59506;3320,43;0,73
59507;3320,43;0,73
59508;3320,43;0,73
59509;3320,43;0,73
59510;3320,81;0,74
59511;3320,81;0,74
59512;3320,81;0,74
59513;3320,81;0,73
59514;3320,81;0,74
59515;3320,81;0,74
59516;3320,81;0,73
59517;3320,81;0,74
59518;3320,81;0,73
59519;3320,81;0,74
59520;3321,19;0,74
59521;3321,19;0,74
59522;3321,19;0,74
59523;3321,19;0,73
59524;3321,19;0,74
59525;3321,19;0,74
59526;3321,19;0,74
59527;3321,19;0,74
59528;3321,19;0,74
59529;3321,19;0,74
59530;3321,19;0,74
59531;3321,19;0,74
59532;3321,19;0,74
59533;3321,19;0,74
59534;3321,19;0,74
59535;3321,19;0,74
59536;3321,19;0,74
59537;3320,81;0,74
59538;3320,81;0,74
59539;3320,81;0,74
59540;3320,81;0,74
59541;3320,81;0,74
59542;3320,81;0,74
59543;3320,81;0,74
59544;3321,19;0,74
59545;3321,19;0,74
59546;3321,19;0,74
59547;3321,19;0,74
59548;3321,19;0,74
59549;3321,19;0,74
59550;3321,19;0,74
59551;3321,19;0,74
59552;3321,19;0,74
59553;3320,81;0,74
59554;3320,81;0,74
59555;3320,81;0,74
59556;3320,81;0,74
59557;3320,81;0,74
59558;3320,81;0,74
59559;3320,81;0,74
59560;3320,81;0,74
59561;3320,81;0,74
59562;3320,81;0,74
59563;3320,81;0,74
59564;3320,81;0,74
59565;3320,81;0,74
59566;3320,81;0,74
59567;3320,81;0,74
59568;3320,81;0,74
59569;3320,81;0,74
59570;3320,81;0,74
59571;3320,81;0,74
59572;3320,81;0,74
59573;3320,81;0,74
59574;3320,81;0,74
59575;3320,81;0,74
59576;3321,19;0,74
59577;3321,19;0,74
59578;3321,19;0,74
59579;3321,19;0,74
59580;3321,19;0,74
59581;3321,19;0,74
59582;3321,19;0,74
59583;3321,19;0,74
59584;3321,19;0,74
59585;3321,19;0,74
59586;3321,19;0,74
59587;3321,19;0,74
59588;3321,19;0,74
59589;3320,81;0,74
59590;3320,81;0,74
59591;3320,81;0,74
59592;3320,81;0,74
59593;3320,81;0,74
59594;3320,81;0,74
59595;3320,81;0,74
59596;3320,81;0,74
59597;3320,81;0,74
59598;3320,81;0,74
59599;3320,81;0,74
59600;3320,81;0,74
59601;3320,81;0,74
59602;3320,81;0,74
59603;3320,81;0,74
59604;3320,81;0,74
59605;3320,81;0,74
59606;3320,81;0,74
59607;3320,81;0,74
59608;3320,81;0,74
59609;3320,81;0,74
59610;3320,81;0,74
59611;3320,81;0,74
59612;3320,81;0,74
59613;3320,81;0,74
59614;3320,81;0,74
59615;3320,81;0,74
59616;3320,81;0,74
59617;3320,81;0,74
59618;3320,81;0,74
59619;3320,81;0,74
59620;3320,81;0,74
59621;3320,81;0,74
59622;3321,19;0,74
59623;3321,19;0,74
59624;3321,19;0,74
59625;3321,19;0,74
59626;3321,19;0,74
59627;3321,19;0,74
59628;3321,19;0,74
59629;3321,19;0,74
59630;3321,19;0,74
59631;3321,19;0,74
59632;3321,19;0,74
59633;3321,19;0,74
59634;3321,19;0,74
59635;3321,19;0,74
59636;3321,19;0,74
59637;3321,19;0,74
59638;3321,19;0,74
59639;3321,19;0,74
59640;3321,19;0,74
59641;3321,19;0,74
59642;3321,19;0,74
59643;3321,19;0,74
59644;3321,19;0,74
59645;3321,19;0,74
59646;3320,81;0,74
59647;3320,81;0,74
59648;3320,81;0,74
59649;3320,81;0,74
59650;3320,81;0,74
59651;3320,81;0,74
59652;3320,43;0,74
59653;3320,43;0,74
59654;3320,43;0,74
59655;3320,43;0,74
59656;3320,43;0,74
59657;3320,43;0,74
59658;3320,43;0,74
59659;3320,43;0,74
59660;3320,43;0,74
59661;3320,43;0,74
59662;3320,43;0,74
59663;3320,81;0,74
59664;3320,81;0,74
59665;3320,81;0,74
59666;3320,81;0,74
59667;3320,81;0,75
59668;3320,81;0,74
59669;3320,81;0,74
59670;3320,81;0,74
59671;3321,19;0,74
59672;3321,19;0,74
59673;3321,19;0,74
59674;3321,19;0,75
59675;3321,19;0,75
59676;3321,19;0,75
59677;3321,19;0,75
59678;3321,19;0,75
59679;3321,19;0,75
59680;3321,19;0,75
59681;3321,19;0,75
59682;3321,19;0,75
59683;3321,19;0,75
59684;3320,81;0,75
59685;3320,81;0,75
59686;3320,81;0,75
59687;3320,81;0,75
59688;3320,81;0,75
59689;3320,81;0,75
59690;3320,81;0,75
59691;3320,81;0,75
59692;3320,81;0,75
59693;3320,81;0,75
59694;3320,81;0,75
59695;3320,81;0,75
59696;3320,81;0,75
59697;3320,81;0,75
59698;3320,81;0,75
59699;3320,81;0,75
59700;3320,81;0,75
59701;3320,81;0,75
59702;3320,81;0,75
59703;3320,81;0,75
59704;3320,43;0,75
59705;3320,43;0,75
59706;3320,43;0,75
59707;3320,43;0,75
59708;3320,43;0,75
59709;3320,43;0,75
59710;3320,43;0,75
59711;3320,43;0,75
59712;3320,43;0,75
59713;3320,43;0,75
59714;3320,43;0,75
59715;3320,05;0,75
59716;3320,43;0,75
59717;3320,43;0,75
59718;3320,43;0,75
59719;3320,43;0,75
59720;3320,43;0,75
59721;3320,43;0,75
59722;3320,43;0,75
59723;3320,43;0,75
59724;3320,43;0,75
59725;3320,43;0,75
59726;3320,43;0,75
59727;3320,43;0,75
59728;3320,43;0,75
59729;3320,43;0,75
59730;3320,43;0,75
59731;3320,43;0,75
59732;3320,43;0,75
59733;3320,05;0,75
59734;3320,05;0,75
59735;3320,05;0,75
59736;3320,05;0,75
59737;3320,05;0,75
59738;3320,05;0,75
59739;3320,05;0,75
59740;3320,43;0,75
59741;3320,43;0,75
59742;3320,43;0,75
59743;3320,43;0,75
59744;3320,43;0,75
59745;3320,43;0,75
59746;3320,43;0,75
59747;3320,43;0,75
59748;3320,43;0,75
59749;3320,81;0,75
59750;3320,81;0,75
59751;3320,81;0,75
59752;3320,81;0,75
59753;3320,81;0,75
59754;3320,81;0,75
59755;3320,81;0,75
59756;3320,81;0,75
59757;3320,81;0,75
59758;3320,81;0,75
59759;3320,81;0,75
59760;3320,81;0,75
59761;3320,43;0,75
59762;3320,43;0,75
59763;3320,43;0,75
59764;3320,43;0,75
59765;3320,43;0,75
59766;3320,43;0,75
59767;3320,81;0,75
59768;3320,81;0,75
59769;3320,81;0,75
59770;3320,81;0,75
59771;3320,81;0,75
59772;3320,81;0,75
59773;3320,81;0,75
59774;3320,81;0,75
59775;3320,81;0,75
59776;3320,81;0,75
59777;3320,81;0,75
59778;3320,81;0,75
59779;3320,81;0,75
59780;3321,19;0,75
59781;3321,19;0,75
59782;3321,19;0,74
59783;3321,19;0,74
59784;3321,19;0,75
59785;3321,19;0,75
59786;3321,19;0,74
59787;3321,19;0,75
59788;3321,19;0,75
59789;3321,19;0,74
59790;3321,19;0,74
59791;3321,19;0,74
59792;3321,19;0,74
59793;3321,19;0,74
59794;3321,19;0,74
59795;3321,19;0,74
59796;3321,19;0,74
59797;3321,19;0,74
59798;3321,57;0,74
59799;3321,57;0,74
59800;3321,19;0,74
59801;3321,19;0,74
59802;3321,19;0,74
59803;3321,19;0,74
59804;3321,19;0,74
59805;3321,19;0,74
59806;3321,19;0,74
59807;3321,19;0,74
59808;3321,19;0,74
59809;3321,19;0,74
59810;3320,81;0,74
59811;3320,81;0,74
59812;3320,81;0,74
59813;3320,81;0,74
59814;3320,81;0,74
59815;3320,81;0,74
59816;3320,81;0,74
59817;3320,81;0,74
59818;3320,81;0,74
59819;3320,81;0,74
59820;3320,43;0,74
59821;3320,43;0,74
59822;3320,43;0,74
59823;3320,81;0,74
59824;3320,81;0,74
59825;3320,81;0,74
59826;3320,81;0,74
59827;3320,81;0,74
59828;3320,81;0,74
59829;3320,81;0,74
59830;3320,81;0,74
59831;3320,81;0,74
59832;3320,81;0,74
59833;3321,19;0,74
59834;3321,19;0,74
59835;3321,19;0,74
59836;3321,19;0,74
59837;3321,19;0,74
59838;3321,19;0,74
59839;3321,19;0,74
59840;3321,19;0,74
59841;3321,19;0,74
59842;3321,19;0,74
59843;3321,19;0,74
59844;3321,19;0,74
59845;3321,19;0,74
59846;3321,19;0,74
59847;3321,57;0,73
59848;3321,57;0,74
59849;3321,57;0,73
59850;3321,57;0,73
59851;3321,57;0,73
59852;3321,57;0,73
59853;3321,57;0,73
59854;3321,96;0,73
59855;3321,96;0,73
59856;3321,96;0,73
59857;3321,96;0,73
59858;3321,96;0,73
59859;3321,96;0,73
59860;3321,96;0,73
59861;3321,57;0,73
59862;3321,57;0,73
59863;3321,57;0,73
59864;3321,57;0,73
59865;3321,57;0,73
59866;3321,57;0,73
59867;3321,19;0,73
59868;3321,19;0,73
59869;3321,19;0,73
59870;3321,19;0,73
59871;3321,19;0,73
59872;3321,19;0,73
59873;3321,19;0,73
59874;3321,19;0,73
59875;3321,19;0,73
59876;3321,19;0,73
59877;3321,19;0,73
59878;3321,19;0,73
59879;3320,81;0,73
59880;3321,19;0,73
59881;3321,19;0,73
59882;3321,19;0,73
59883;3321,19;0,73
59884;3321,19;0,73
59885;3321,19;0,73
59886;3321,19;0,73
59887;3321,19;0,73
59888;3321,19;0,73
59889;3321,57;0,73
59890;3321,57;0,73
59891;3321,57;0,73
59892;3321,57;0,73
59893;3321,57;0,73
59894;3321,57;0,73
59895;3321,57;0,73
59896;3321,57;0,73
59897;3321,57;0,73
59898;3321,57;0,73
59899;3321,57;0,73
59900;3321,57;0,73
59901;3321,57;0,73
59902;3321,57;0,72
59903;3321,57;0,73
59904;3321,57;0,72
59905;3321,57;0,72
59906;3321,19;0,72
59907;3321,19;0,72
59908;3321,19;0,72
59909;3321,19;0,72
59910;3321,19;0,72
59911;3321,19;0,72
59912;3321,19;0,72
59913;3321,19;0,72
59914;3321,19;0,72
59915;3321,19;0,72
59916;3321,19;0,72
59917;3321,19;0,72
59918;3321,19;0,72
59919;3321,19;0,72
59920;3321,19;0,72
59921;3321,19;0,72
59922;3321,19;0,72
59923;3321,19;0,72
59924;3321,19;0,72
59925;3321,19;0,72
59926;3321,19;0,72
59927;3321,19;0,72
59928;3321,19;0,73
59929;3321,19;0,73
59930;3321,19;0,72
59931;3321,19;0,72
59932;3321,19;0,72
59933;3321,19;0,72
59934;3320,81;0,72
59935;3320,81;0,72
59936;3320,81;0,72
59937;3320,81;0,72
59938;3321,19;0,72
59939;3321,19;0,72
59940;3321,19;0,72
59941;3321,19;0,72
59942;3321,19;0,72
59943;3321,19;0,72
59944;3321,19;0,72
59945;3321,19;0,72
59946;3321,19;0,72
59947;3321,19;0,72
59948;3321,19;0,72
59949;3321,19;0,72
59950;3320,81;0,72
59951;3320,81;0,72
59952;3320,43;0,72
59953;3320,43;0,72
59954;3320,43;0,72
59955;3320,05;0,72
59956;3320,05;0,72
59957;3320,05;0,72
59958;3320,43;0,72
59959;3320,43;0,72
59960;3320,43;0,72
59961;3320,43;0,72
59962;3320,43;0,72
59963;3320,81;0,72
59964;3320,81;0,72
59965;3320,81;0,72
59966;3320,81;0,72
59967;3321,19;0,72
59968;3321,19;0,72
59969;3321,19;0,72
59970;3321,19;0,72
59971;3321,19;0,72
59972;3321,19;0,72
59973;3321,19;0,73
59974;3321,19;0,73
59975;3321,19;0,73
59976;3321,19;0,73
59977;3321,19;0,73
59978;3321,19;0,73
59979;3320,81;0,73
59980;3320,81;0,73
59981;3320,43;0,73
59982;3320,43;0,73
59983;3320,43;0,72
59984;3320,43;0,72
59985;3320,43;0,72
59986;3320,43;0,72
59987;3320,43;0,72
59988;3320,43;0,73
59989;3320,81;0,72
59990;3320,81;0,72
59991;3321,19;0,73
59992;3320,81;0,73
59993;3321,19;0,72
59994;3321,19;0,73
59995;3321,19;0,73
59996;3321,19;0,73
59997;3321,19;0,73
59998;3321,19;0,72
59999;3321,19;0,73
60000;3321,19;0,73
60001;3321,19;0,73
60002;3321,19;0,73
60003;3321,19;0,73
60004;3321,19;0,73
60005;3321,19;0,73
60006;3321,57;0,73
60007;3321,57;0,73
60008;3321,57;0,73
60009;3321,57;0,73
60010;3321,57;0,73
60011;3321,57;0,73
60012;3321,57;0,73
60013;3321,19;0,73
60014;3321,19;0,73
60015;3321,19;0,73
60016;3321,19;0,73
60017;3321,19;0,73
60018;3321,19;0,73
60019;3321,19;0,73
60020;3321,19;0,73
60021;3321,19;0,73
60022;3321,19;0,73
60023;3321,19;0,73
60024;3321,19;0,73
60025;3320,81;0,73
60026;3320,81;0,73
60027;3320,81;0,73
60028;3320,81;0,73
60029;3320,81;0,73
60030;3320,81;0,73
60031;3321,19;0,73
60032;3321,19;0,73
60033;3321,19;0,73
60034;3320,81;0,73
60035;3320,81;0,73
60036;3320,05;0,73
60037;3320,05;0,73
60038;3319,67;0,73
60039;3319,67;0,73
60040;3319,67;0,73
60041;3319,67;0,73
60042;3319,28;0,73
60043;3318,9;0,73
60044;3318,9;0,73
60045;3318,9;0,73
60046;3318,9;0,73
60047;3318,9;0,73
60048;3319,28;0,73
60049;3319,67;0,73
60050;3320,05;0,73
60051;3320,05;0,73
60052;3320,05;0,73
60053;3319,67;0,73
60054;3319,67;0,73
60055;3319,28;0,73
60056;3319,28;0,73
60057;3319,28;0,73
60058;3318,9;0,73
60059;3318,9;0,73
60060;3318,9;0,73
60061;3319,28;0,73
60062;3319,28;0,73
60063;3319,28;0,73
60064;3319,28;0,73
60065;3319,67;0,73
60066;3319,67;0,73
60067;3320,05;0,73
60068;3320,05;0,73
60069;3320,05;0,73
60070;3320,05;0,73
60071;3320,05;0,73
60072;3320,05;0,73
60073;3320,05;0,73
60074;3320,05;0,73
60075;3320,05;0,73
60076;3320,05;0,73
60077;3319,67;0,73
60078;3320,05;0,73
60079;3320,43;0,73
60080;3320,43;0,74
60081;3320,81;0,73
60082;3320,81;0,73
60083;3320,81;0,73
60084;3320,81;0,74
60085;3320,81;0,74
60086;3320,81;0,74
60087;3320,05;0,73
60088;3319,67;0,74
60089;3319,67;0,74
60090;3319,28;0,74
60091;3318,9;0,74
60092;3318,52;0,74
60093;3318,14;0,74
60094;3317,76;0,73
60095;3317,38;0,74
60096;3317,38;0,73
60097;3316,99;0,73
60098;3316,61;0,74
60099;3316,61;0,74
60100;3316,61;0,74
60101;3316,61;0,74
60102;3316,61;0,73
60103;3316,61;0,74
60104;3316,61;0,74
60105;3316,61;0,74
60106;3316,61;0,74
60107;3316,61;0,74
60108;3316,61;0,74
60109;3316,61;0,74
60110;3316,61;0,74
60111;3316,61;0,74
60112;3316,61;0,74
60113;3316,61;0,74
60114;3316,61;0,74
60115;3316,61;0,74
60116;3316,61;0,74
60117;3316,61;0,74
60118;3316,99;0,74
60119;3316,99;0,74
60120;3316,99;0,74
60121;3316,99;0,74
60122;3316,99;0,74
60123;3316,99;0,74
60124;3316,99;0,74
60125;3316,99;0,74
60126;3317,38;0,74
60127;3317,76;0,74
60128;3318,14;0,74
60129;3318,52;0,74
60130;3318,52;0,74
60131;3318,9;0,74
60132;3319,28;0,74
60133;3319,28;0,74
60134;3319,28;0,74
60135;3319,28;0,74
60136;3319,28;0,74
60137;3319,28;0,74
60138;3319,28;0,74
60139;3318,52;0,74
60140;3318,52;0,74
60141;3318,14;0,74
60142;3317,38;0,74
60143;3316,99;0,74
60144;3316,99;0,74
60145;3317,38;0,74
60146;3317,38;0,74
60147;3317,76;0,74
60148;3317,76;0,74
60149;3318,52;0,74
60150;3318,52;0,74
60151;3318,9;0,74
60152;3319,67;0,74
60153;3319,67;0,74
60154;3320,05;0,74
60155;3320,43;0,74
60156;3320,05;0,74
60157;3319,67;0,74
60158;3319,67;0,74
60159;3318,9;0,74
60160;3318,9;0,74
60161;3318,52;0,74
60162;3318,52;0,74
60163;3318,52;0,74
60164;3318,14;0,74
60165;3318,14;0,74
60166;3318,14;0,74
60167;3318,14;0,74
60168;3318,14;0,74
60169;3318,52;0,74
60170;3318,52;0,74
60171;3318,52;0,74
60172;3318,52;0,74
60173;3318,52;0,74
60174;3318,52;0,74
60175;3318,14;0,74
60176;3317,76;0,74
60177;3317,76;0,74
60178;3317,38;0,74
60179;3316,99;0,74
60180;3316,61;0,74
60181;3316,61;0,74
60182;3316,61;0,74
60183;3316,61;0,74
60184;3316,61;0,74
60185;3316,61;0,74
60186;3316,61;0,74
60187;3316,61;0,74
60188;3316,61;0,74
60189;3316,61;0,74
60190;3316,61;0,74
60191;3316,61;0,74
60192;3316,61;0,74
60193;3316,61;0,74
60194;3316,61;0,74
60195;3316,61;0,74
60196;3316,61;0,74
60197;3316,61;0,74
60198;3316,61;0,74
60199;3316,61;0,74
60200;3316,61;0,74
60201;3316,61;0,74
60202;3316,61;0,74
60203;3316,61;0,74
60204;3316,61;0,74
60205;3316,61;0,74
60206;3316,61;0,74
60207;3316,23;0,74
60208;3316,23;0,74
60209;3316,23;0,74
60210;3316,23;0,74
60211;3316,23;0,74
60212;3316,23;0,74
60213;3316,23;0,74
60214;3316,23;0,74
60215;3316,23;0,74
60216;3316,23;0,74
60217;3316,23;0,74
60218;3316,23;0,74
60219;3316,23;0,74
60220;3316,23;0,74
60221;3316,23;0,74
60222;3316,23;0,74
60223;3316,23;0,74
60224;3316,23;0,74
60225;3316,23;0,74
60226;3316,23;0,74
60227;3316,23;0,74
60228;3316,61;0,74
60229;3316,61;0,74
60230;3316,61;0,74
60231;3316,61;0,74
60232;3316,23;0,74
60233;3316,23;0,74
60234;3316,23;0,74
60235;3316,23;0,74
60236;3316,23;0,74
60237;3316,23;0,74
60238;3316,23;0,74
60239;3316,23;0,74
60240;3316,23;0,74
60241;3316,23;0,74
60242;3316,23;0,74
60243;3316,23;0,74
60244;3316,23;0,74
60245;3316,23;0,74
60246;3316,23;0,74
60247;3316,23;0,74
60248;3316,23;0,74
60249;3316,23;0,74
60250;3316,23;0,74
60251;3316,23;0,74
60252;3316,23;0,74
60253;3316,23;0,74
60254;3316,23;0,74
60255;3316,23;0,74
60256;3316,23;0,74
60257;3316,23;0,74
60258;3316,23;0,74
60259;3316,23;0,74
60260;3316,23;0,74
60261;3316,23;0,74
60262;3316,23;0,74
60263;3316,23;0,74
60264;3316,23;0,74
60265;3316,23;0,74
60266;3316,23;0,74
60267;3316,23;0,74
60268;3316,23;0,74
60269;3316,23;0,74
60270;3316,23;0,74
60271;3316,23;0,74
